Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Unnamed: 6,Student Name
1,64,Yes,7,4,37,,Imran Qureshi
3,66,No,9,7,48,,Harsimran Gill
4,79,Yes,9,8,61,,Rachel Pinto
1,99,Yes,9,8,77,,Grace DCosta
1,99,Yes,9,3,75,,John DSouza
8,62,No,5,7,57,,Krish Choudhary
2,70,No,6,4,45,,Aaron Fernandes
8,86,No,9,2,82,,Harnoor Brar
7,99,No,5,4,90,,Ayaan Khan
2,68,No,7,1,42,,Nathan Gomes
6,86,No,9,5,74,,Simran Kaur
6,69,No,8,0,60,,Kirandeep Grewal
3,90,No,9,5,73,,Rehan Siddiqui
2,65,Yes,9,4,40,,Isha Saxena
1,59,No,4,8,32,,Zayan Ali
6,77,No,8,6,67,,Vivaan Mehta
5,58,Yes,9,5,46,,Hina Parveen
9,66,No,9,6,65,,Gurpreet Bedi
1,64,Yes,9,9,42,,Sarah Joseph
7,79,No,5,4,69,,Hannah Daniel
5,77,No,7,0,62,,Sana Qureshi
5,91,Yes,4,8,75,,Khushi Rathi
2,62,Yes,9,4,40,,Lakshya Verma
3,68,No,7,3,43,,Ethan Paul
7,54,Yes,4,5,42,,Harleen Kaur
6,98,No,4,4,84,,Aarav Sharma
2,42,No,4,0,15,,Navneet Dhillon
6,49,No,9,1,39,,Ishaan Tripathi
2,54,No,5,3,26,,Saanvi Patel
2,95,No,9,7,73,,Ananya Joshi
2,55,No,9,4,34,,Jacob Mathew
3,56,Yes,7,6,34,,Arjun Singh
2,58,Yes,6,1,37,,Ayesha Fatima
4,50,Yes,6,7,34,,Jasleen Bajwa
9,87,No,6,4,85,,Manvir Sandhu
6,44,Yes,7,3,31,,Riya Sharma
1,44,No,8,8,18,,Faizan Ahmad
8,97,Yes,7,5,92,,Meher Jahan
7,53,No,4,3,44,,Zoya Khan
3,89,No,9,7,72,,Eliza Francis
1,65,No,8,2,40,,Rachel Pinto
5,47,No,4,9,31,,Khushi Rathi
4,44,No,9,1,25,,Arjun Singh
8,46,Yes,9,6,44,,Jacob Mathew
1,55,No,4,3,27,,Aarav Sharma
1,94,Yes,7,3,66,,Manvir Sandhu
4,53,No,6,9,34,,Hannah Daniel
8,76,No,8,8,70,,Ethan Paul
5,95,No,9,1,81,,Nathan Gomes
2,80,Yes,5,0,56,,Grace DCosta
6,43,No,9,6,30,,John DSouza
5,75,Yes,6,7,60,,Vivaan Mehta
2,87,No,9,2,64,,Zayan Ali
3,95,Yes,5,1,74,,Jasleen Bajwa
9,56,Yes,7,3,52,,Meher Jahan
7,86,Yes,9,1,84,,Isha Saxena
7,75,No,8,1,66,,Harsimran Gill
6,45,No,7,4,32,,Gurpreet Bedi
8,55,Yes,5,9,47,,Krish Choudhary
4,68,No,4,4,51,,Riya Sharma
8,75,No,9,7,67,,Saanvi Patel
4,77,No,7,8,57,,Ishaan Tripathi
8,76,Yes,9,1,71,,Aaron Fernandes
9,87,Yes,8,0,86,,Harleen Kaur
3,96,No,9,2,77,,Zoya Khan
3,87,Yes,7,5,72,,Harnoor Brar
2,49,No,6,4,24,,Lakshya Verma
3,80,No,7,7,60,,Faizan Ahmad
3,75,Yes,5,7,55,,Ayesha Fatima
5,68,Yes,7,1,54,,Ayaan Khan
5,53,No,8,8,39,,Ananya Joshi
2,43,No,7,3,19,,Sarah Joseph
6,83,No,7,0,68,,Hina Parveen
5,95,Yes,8,1,83,,Imran Qureshi
6,81,Yes,7,5,72,,Eliza Francis
1,75,No,8,4,49,,Sana Qureshi
5,89,No,5,6,74,,Navneet Dhillon
9,84,Yes,8,8,86,,Simran Kaur
2,52,No,5,5,26,,Kirandeep Grewal
1,85,Yes,5,5,60,,Rehan Siddiqui
9,57,Yes,8,1,54,,Zoya Khan
9,72,No,7,6,73,,Meher Jahan
9,60,No,9,1,61,,Sana Qureshi
6,55,Yes,6,6,45,,Rehan Siddiqui
8,54,No,9,7,57,,Harnoor Brar
1,93,Yes,8,0,68,,Ananya Joshi
4,96,Yes,7,8,72,,Hina Parveen
1,44,Yes,5,7,17,,Khushi Rathi
8,45,No,4,8,37,,Nathan Gomes
1,77,No,6,4,54,,Rachel Pinto
3,42,No,9,3,22,,Aarav Sharma
4,87,Yes,7,0,73,,Imran Qureshi
8,51,Yes,6,8,47,,Lakshya Verma
6,75,Yes,4,3,63,,Ayesha Fatima
7,72,Yes,4,3,63,,Simran Kaur
8,75,No,4,3,68,,Harleen Kaur
2,72,No,9,1,52,,Ishaan Tripathi
8,70,No,8,3,64,,Riya Sharma
3,60,Yes,6,1,38,,Sarah Joseph
7,66,Yes,8,7,60,,Aaron Fernandes
3,66,No,4,6,45,,Isha Saxena
7,47,Yes,7,9,39,,Jacob Mathew
2,95,No,4,1,75,,Navneet Dhillon
6,76,Yes,8,1,67,,Eliza Francis
3,71,Yes,4,1,48,,Gurpreet Bedi
3,65,Yes,4,0,44,,John DSouza
9,41,Yes,8,5,37,,Zayan Ali
7,51,Yes,8,5,41,,Vivaan Mehta
5,61,No,7,0,47,,Hannah Daniel
7,56,No,8,0,45,,Harsimran Gill
9,46,No,7,5,43,,Kirandeep Grewal
1,82,Yes,5,5,54,,Ayaan Khan
7,43,No,5,3,32,,Grace DCosta
6,76,No,8,2,64,,Jasleen Bajwa
9,77,Yes,4,8,74,,Manvir Sandhu
1,71,Yes,6,5,50,,Faizan Ahmad
4,50,No,4,0,33,,Saanvi Patel
9,40,No,8,2,36,,Ethan Paul
4,64,No,7,0,45,,Arjun Singh
3,81,No,4,2,58,,Krish Choudhary
9,91,No,5,1,85,,Jacob Mathew
2,63,Yes,9,4,41,,Simran Kaur
4,92,No,8,2,78,,Ayaan Khan
6,82,No,4,6,63,,Navneet Dhillon
2,95,No,9,7,76,,Hannah Daniel
8,56,No,4,6,51,,Isha Saxena
8,47,No,7,1,36,,Kirandeep Grewal
1,98,No,7,9,74,,Saanvi Patel
3,84,Yes,7,9,65,,Manvir Sandhu
9,66,Yes,9,6,65,,Khushi Rathi
5,91,Yes,6,9,79,,Vivaan Mehta
6,57,No,9,2,46,,Rachel Pinto
4,66,No,8,6,47,,Lakshya Verma
2,61,Yes,8,0,42,,Arjun Singh
8,55,No,5,1,46,,Nathan Gomes
6,41,No,5,9,34,,Grace DCosta
5,44,No,8,0,27,,Riya Sharma
9,57,Yes,4,8,52,,Jasleen Bajwa
1,42,Yes,8,1,17,,Zayan Ali
5,66,Yes,6,1,53,,Imran Qureshi
6,93,No,5,5,84,,Ishaan Tripathi
5,56,Yes,5,6,39,,Sarah Joseph
6,55,Yes,9,1,44,,Eliza Francis
6,45,Yes,5,3,36,,John DSouza
7,90,No,8,2,81,,Hina Parveen
4,46,Yes,5,4,30,,Rehan Siddiqui
8,89,Yes,5,8,80,,Ethan Paul
7,53,No,9,1,41,,Harnoor Brar
9,77,Yes,8,4,77,,Faizan Ahmad
7,79,No,4,7,69,,Aaron Fernandes
3,54,No,5,5,34,,Krish Choudhary
3,86,Yes,5,3,64,,Aarav Sharma
8,86,Yes,5,9,78,,Ananya Joshi
5,87,Yes,6,7,74,,Zoya Khan
4,72,No,8,2,52,,Harleen Kaur
8,82,Yes,5,3,76,,Harsimran Gill
6,66,Yes,6,8,53,,Ayesha Fatima
2,68,Yes,4,4,46,,Meher Jahan
4,96,No,4,5,77,,Sana Qureshi
4,76,No,9,1,59,,Gurpreet Bedi
6,44,No,9,8,35,,Khushi Rathi
6,68,Yes,9,7,61,,Meher Jahan
1,71,Yes,6,6,46,,Lakshya Verma
8,99,No,4,8,97,,Harnoor Brar
6,92,Yes,9,4,86,,Navneet Dhillon
3,45,Yes,7,4,24,,Zoya Khan
9,41,No,9,8,37,,Saanvi Patel
2,45,No,4,4,18,,Sarah Joseph
8,85,No,7,8,84,,Jasleen Bajwa
3,82,Yes,6,0,59,,Harleen Kaur
5,43,Yes,7,9,29,,Kirandeep Grewal
6,95,Yes,4,9,84,,Krish Choudhary
6,68,No,5,7,60,,Zayan Ali
4,98,No,7,2,78,,Eliza Francis
3,64,Yes,4,7,46,,Sana Qureshi
4,48,No,9,4,31,,Aarav Sharma
1,95,No,5,1,68,,Ethan Paul
4,42,Yes,6,8,25,,Ayesha Fatima
1,65,No,6,3,37,,Jacob Mathew
1,87,Yes,8,6,62,,Aaron Fernandes
6,82,No,6,7,69,,Arjun Singh
5,66,Yes,8,6,50,,Riya Sharma
4,75,No,6,5,55,,Gurpreet Bedi
3,71,Yes,6,6,54,,John DSouza
1,40,No,6,3,12,,Vivaan Mehta
6,96,No,8,9,88,,Simran Kaur
2,92,No,9,0,69,,Imran Qureshi
8,93,No,8,4,88,,Ayaan Khan
5,55,No,7,7,41,,Faizan Ahmad
7,90,Yes,4,9,83,,Grace DCosta
2,87,Yes,4,5,62,,Ishaan Tripathi
8,50,Yes,9,4,45,,Ananya Joshi
2,65,No,4,1,42,,Nathan Gomes
4,79,Yes,6,9,65,,Manvir Sandhu
1,94,No,9,4,73,,Isha Saxena
5,40,No,4,9,23,,Rachel Pinto
9,65,Yes,8,2,61,,Hannah Daniel
1,67,Yes,7,1,41,,Rehan Siddiqui
9,92,No,5,2,85,,Hina Parveen
8,97,No,7,3,93,,Harsimran Gill
6,48,Yes,4,1,35,,Harleen Kaur
7,99,Yes,9,3,92,,Harsimran Gill
3,98,No,4,3,79,,Jacob Mathew
1,83,No,8,5,57,,Arjun Singh
5,61,Yes,7,4,49,,Aaron Fernandes
2,47,No,8,6,28,,Ethan Paul
5,97,No,8,6,85,,Lakshya Verma
8,88,Yes,5,2,82,,Manvir Sandhu
9,81,Yes,8,8,80,,Faizan Ahmad
2,66,No,8,6,41,,Krish Choudhary
3,78,No,5,6,57,,Simran Kaur
3,58,Yes,6,1,41,,Ishaan Tripathi
1,64,No,6,9,43,,Zayan Ali
8,77,Yes,9,2,73,,Ayesha Fatima
6,60,No,5,2,46,,Vivaan Mehta
8,63,Yes,9,5,61,,Harnoor Brar
9,63,No,9,3,61,,Khushi Rathi
5,99,No,8,3,87,,Meher Jahan
3,99,No,9,0,78,,Aarav Sharma
5,58,Yes,4,5,43,,Kirandeep Grewal
5,89,Yes,7,7,75,,Saanvi Patel
5,86,Yes,4,7,72,,Hina Parveen
3,41,No,4,7,18,,Eliza Francis
4,53,No,8,4,36,,Gurpreet Bedi
9,92,Yes,7,9,92,,Riya Sharma
9,71,Yes,9,5,71,,Jasleen Bajwa
2,81,No,7,4,58,,Isha Saxena
8,71,No,9,3,69,,Imran Qureshi
8,67,No,6,3,58,,Ananya Joshi
7,87,No,5,3,74,,Rehan Siddiqui
8,78,Yes,8,3,72,,Sana Qureshi
3,79,Yes,9,5,61,,Hannah Daniel
6,81,No,9,5,74,,Zoya Khan
1,86,No,7,4,60,,Nathan Gomes
7,79,No,8,8,70,,Navneet Dhillon
1,52,Yes,9,7,27,,Ayaan Khan
9,51,Yes,6,9,49,,Grace DCosta
1,47,No,4,5,17,,John DSouza
1,54,No,9,8,34,,Rachel Pinto
7,65,No,7,4,51,,Sarah Joseph
2,51,No,6,9,27,,Simran Kaur
5,82,No,8,3,67,,Aarav Sharma
8,90,No,9,5,84,,Vivaan Mehta
8,85,Yes,6,3,81,,Imran Qureshi
3,66,Yes,6,7,45,,Meher Jahan
7,57,Yes,6,6,50,,Ayaan Khan
3,84,No,6,4,67,,Ayesha Fatima
6,75,No,6,9,67,,Khushi Rathi
6,88,No,6,5,77,,Kirandeep Grewal
3,90,Yes,5,6,70,,Arjun Singh
7,66,No,8,1,59,,Isha Saxena
3,48,Yes,4,8,27,,Ethan Paul
8,94,No,8,6,88,,Jacob Mathew
4,78,No,7,7,60,,Harsimran Gill
1,40,No,7,4,14,,Navneet Dhillon
4,46,Yes,8,2,27,,Jasleen Bajwa
7,65,Yes,6,1,54,,Faizan Ahmad
4,46,Yes,5,1,32,,Manvir Sandhu
6,91,No,4,2,79,,Lakshya Verma
9,46,Yes,9,0,44,,Hina Parveen
1,47,No,9,0,20,,Harleen Kaur
5,55,No,6,6,42,,Hannah Daniel
7,42,Yes,8,9,33,,Zoya Khan
1,84,Yes,9,7,58,,Harnoor Brar
4,49,No,8,5,31,,Sarah Joseph
6,89,No,5,6,75,,Grace DCosta
2,46,No,5,0,22,,Zayan Ali
5,60,No,8,0,46,,Ananya Joshi
1,92,Yes,6,8,68,,Gurpreet Bedi
6,76,Yes,6,4,66,,Saanvi Patel
6,70,Yes,6,6,60,,John DSouza
4,62,No,9,5,44,,Krish Choudhary
8,96,No,4,3,90,,Nathan Gomes
4,66,No,4,0,47,,Sana Qureshi
8,95,Yes,6,3,88,,Ishaan Tripathi
8,61,No,8,9,56,,Eliza Francis
5,78,No,5,9,66,,Riya Sharma
4,96,Yes,7,7,78,,Rehan Siddiqui
2,66,Yes,5,0,43,,Aaron Fernandes
3,93,No,5,1,72,,Rachel Pinto
3,88,Yes,7,7,69,,Harsimran Gill
4,43,No,6,1,24,,Arjun Singh
4,63,Yes,5,9,47,,Simran Kaur
5,62,No,7,8,45,,Ananya Joshi
4,87,Yes,9,2,72,,John DSouza
8,58,Yes,8,2,51,,Ishaan Tripathi
6,81,Yes,8,5,73,,Hannah Daniel
6,42,Yes,8,2,28,,Zayan Ali
8,66,No,6,8,56,,Sarah Joseph
7,42,No,5,7,29,,Jacob Mathew
8,67,Yes,5,3,60,,Saanvi Patel
2,56,No,4,5,28,,Faizan Ahmad
9,70,Yes,8,7,66,,Meher Jahan
1,49,Yes,6,3,21,,Riya Sharma
8,88,No,7,4,84,,Harnoor Brar
4,61,No,6,6,42,,Nathan Gomes
4,69,No,5,7,51,,Kirandeep Grewal
5,88,No,8,6,74,,Krish Choudhary
8,60,No,4,7,50,,Jasleen Bajwa
5,75,No,9,3,62,,Ayaan Khan
8,92,No,6,0,90,,Zoya Khan
1,62,Yes,4,5,32,,Navneet Dhillon
9,77,No,5,4,71,,Ethan Paul
6,51,Yes,7,3,37,,Manvir Sandhu
3,64,No,6,1,42,,Eliza Francis
8,93,No,9,0,85,,Aarav Sharma
9,96,Yes,5,8,96,,Sana Qureshi
6,59,Yes,8,1,51,,Aaron Fernandes
7,88,Yes,6,8,82,,Gurpreet Bedi
1,88,Yes,4,5,64,,Grace DCosta
5,81,No,6,5,67,,Vivaan Mehta
5,46,No,5,1,32,,Imran Qureshi
4,68,Yes,5,5,50,,Hina Parveen
6,87,Yes,4,2,73,,Rachel Pinto
7,68,No,9,6,62,,Ayesha Fatima
9,52,No,5,9,48,,Rehan Siddiqui
1,42,Yes,6,3,20,,Lakshya Verma
6,41,No,9,8,33,,Harleen Kaur
7,55,No,4,4,43,,Isha Saxena
3,69,Yes,5,9,49,,Khushi Rathi
8,77,Yes,5,2,70,,Rachel Pinto
5,45,Yes,6,0,28,,Zayan Ali
9,84,Yes,5,0,82,,Ethan Paul
5,46,No,6,3,29,,Harsimran Gill
9,44,Yes,8,9,42,,Meher Jahan
4,95,No,9,9,79,,John DSouza
9,46,No,6,3,41,,Hannah Daniel
5,73,No,7,8,61,,Kirandeep Grewal
9,71,No,5,7,69,,Ayaan Khan
3,88,Yes,8,3,68,,Zoya Khan
4,52,No,9,5,38,,Hina Parveen
9,69,Yes,4,6,67,,Manvir Sandhu
6,64,No,7,9,54,,Krish Choudhary
2,60,Yes,4,7,39,,Ishaan Tripathi
7,99,No,7,3,93,,Arjun Singh
2,98,No,8,0,76,,Grace DCosta
2,60,Yes,9,4,39,,Rehan Siddiqui
1,67,Yes,8,0,38,,Khushi Rathi
3,87,Yes,8,3,69,,Ayesha Fatima
6,97,Yes,7,6,88,,Lakshya Verma
8,59,No,6,6,54,,Aarav Sharma
9,73,No,9,0,68,,Eliza Francis
7,44,No,4,8,33,,Faizan Ahmad
4,57,No,6,1,40,,Isha Saxena
6,99,No,6,4,87,,Harleen Kaur
5,78,Yes,5,5,64,,Imran Qureshi
8,82,Yes,4,0,70,,Vivaan Mehta
1,96,No,7,1,70,,Sarah Joseph
1,96,Yes,5,6,72,,Saanvi Patel
6,50,No,5,5,38,,Ananya Joshi
2,93,No,8,5,71,,Jacob Mathew
5,56,Yes,7,5,40,,Gurpreet Bedi
1,87,No,6,6,58,,Jasleen Bajwa
7,84,Yes,9,9,77,,Harnoor Brar
1,61,No,6,8,38,,Aaron Fernandes
4,76,Yes,6,8,60,,Riya Sharma
9,59,No,8,1,57,,Sana Qureshi
1,87,No,6,1,63,,Simran Kaur
4,99,Yes,4,4,82,,Nathan Gomes
6,93,No,6,9,84,,Navneet Dhillon
6,93,No,6,6,84,,Rachel Pinto
8,87,Yes,4,2,77,,Nathan Gomes
1,87,Yes,8,2,61,,Harnoor Brar
7,85,Yes,5,3,73,,Aarav Sharma
1,45,No,7,2,15,,Arjun Singh
7,73,Yes,8,2,64,,John DSouza
3,53,Yes,6,7,33,,Harsimran Gill
8,87,Yes,5,6,78,,Ayaan Khan
3,62,No,7,6,43,,Sarah Joseph
1,59,Yes,7,9,34,,Faizan Ahmad
8,52,No,7,1,48,,Vivaan Mehta
3,86,No,4,8,66,,Krish Choudhary
2,83,Yes,4,5,60,,Hina Parveen
1,80,No,5,2,53,,Zayan Ali
3,71,No,6,8,51,,Khushi Rathi
2,65,No,5,8,43,,Imran Qureshi
2,89,No,6,5,68,,Harleen Kaur
6,92,No,8,9,80,,Navneet Dhillon
1,53,Yes,7,5,26,,Kirandeep Grewal
2,91,Yes,7,7,70,,Ishaan Tripathi
6,96,Yes,4,7,85,,Ananya Joshi
3,75,No,8,5,57,,Ethan Paul
4,47,Yes,9,6,30,,Meher Jahan
1,79,No,8,3,56,,Eliza Francis
8,61,No,6,0,53,,Isha Saxena
7,61,No,8,3,52,,Ayesha Fatima
7,55,No,4,7,47,,Hannah Daniel
3,66,Yes,6,7,48,,Saanvi Patel
3,95,No,5,1,78,,Aaron Fernandes
2,99,Yes,6,6,79,,Simran Kaur
1,99,Yes,5,0,75,,Jacob Mathew
7,49,No,9,1,40,,Gurpreet Bedi
7,64,Yes,6,7,59,,Grace DCosta
2,70,Yes,7,9,49,,Zoya Khan
7,60,Yes,9,3,48,,Rehan Siddiqui
8,66,No,5,2,60,,Jasleen Bajwa
1,56,No,4,1,29,,Sana Qureshi
9,72,No,9,5,68,,Lakshya Verma
7,70,Yes,9,3,63,,Manvir Sandhu
3,89,Yes,9,2,71,,Riya Sharma
8,81,No,5,2,76,,Faizan Ahmad
7,65,No,5,9,57,,Harnoor Brar
8,60,Yes,6,2,54,,Harleen Kaur
6,75,No,7,7,61,,Ayesha Fatima
9,40,No,9,8,34,,Gurpreet Bedi
5,43,Yes,6,8,32,,Riya Sharma
3,43,Yes,6,4,23,,Manvir Sandhu
3,65,No,7,0,44,,Saanvi Patel
1,43,No,6,9,18,,Aarav Sharma
8,88,No,7,4,82,,Ananya Joshi
2,48,No,4,0,18,,Zayan Ali
3,69,Yes,7,8,52,,Kirandeep Grewal
8,90,No,8,9,88,,Aaron Fernandes
8,84,No,7,7,78,,Grace DCosta
4,43,Yes,7,6,26,,Eliza Francis
4,44,Yes,8,1,26,,Khushi Rathi
5,84,Yes,7,1,74,,Rachel Pinto
6,62,Yes,5,3,52,,Ishaan Tripathi
5,55,Yes,6,8,40,,John DSouza
7,61,Yes,6,8,54,,Vivaan Mehta
2,76,Yes,4,7,51,,Meher Jahan
7,47,No,4,4,35,,Imran Qureshi
7,87,No,8,6,79,,Jacob Mathew
1,72,Yes,5,8,45,,Navneet Dhillon
7,94,No,4,2,81,,Hannah Daniel
5,99,No,6,3,87,,Ayaan Khan
3,77,Yes,4,1,56,,Ethan Paul
3,82,Yes,4,8,65,,Harsimran Gill
4,55,Yes,7,6,38,,Rehan Siddiqui
2,44,Yes,4,5,17,,Nathan Gomes
2,55,Yes,8,4,35,,Zoya Khan
1,46,No,6,6,20,,Sana Qureshi
5,90,No,8,2,75,,Isha Saxena
4,40,Yes,8,4,26,,Jasleen Bajwa
2,48,Yes,9,1,23,,Krish Choudhary
3,57,No,5,4,38,,Hina Parveen
7,84,No,9,6,78,,Sarah Joseph
7,97,No,9,9,91,,Simran Kaur
4,86,Yes,7,6,67,,Arjun Singh
5,42,Yes,8,8,31,,Lakshya Verma
5,63,No,5,2,49,,Ananya Joshi
6,67,Yes,6,7,57,,Manvir Sandhu
9,49,No,6,4,45,,Sarah Joseph
2,48,Yes,5,6,22,,Arjun Singh
5,52,Yes,8,0,35,,Zoya Khan
3,87,No,8,0,65,,Zayan Ali
4,74,No,7,3,53,,Lakshya Verma
6,93,Yes,7,4,79,,Sana Qureshi
8,62,No,9,9,57,,Rachel Pinto
1,86,Yes,6,2,58,,Gurpreet Bedi
8,56,No,7,5,50,,Khushi Rathi
7,85,No,5,2,75,,John DSouza
1,46,Yes,6,4,17,,Harsimran Gill
2,91,Yes,8,0,70,,Hannah Daniel
3,55,Yes,6,2,36,,Aaron Fernandes
1,92,No,4,6,61,,Ayaan Khan
9,79,No,6,2,78,,Eliza Francis
8,75,Yes,7,4,71,,Ishaan Tripathi
2,59,No,5,6,36,,Hina Parveen
9,63,Yes,8,1,63,,Faizan Ahmad
7,86,Yes,8,2,78,,Grace DCosta
9,44,Yes,7,3,39,,Rehan Siddiqui
6,84,Yes,7,4,70,,Jacob Mathew
6,45,Yes,7,8,34,,Imran Qureshi
4,67,No,4,8,49,,Ayesha Fatima
2,98,No,5,3,71,,Krish Choudhary
7,44,Yes,4,8,34,,Vivaan Mehta
5,88,No,7,3,77,,Nathan Gomes
6,78,Yes,5,1,67,,Harnoor Brar
2,77,No,7,9,52,,Saanvi Patel
5,41,No,5,0,25,,Isha Saxena
4,82,Yes,8,6,68,,Aarav Sharma
9,78,No,4,3,76,,Riya Sharma
6,93,Yes,9,7,85,,Jasleen Bajwa
2,60,No,7,7,40,,Harleen Kaur
1,79,Yes,7,7,56,,Navneet Dhillon
5,76,Yes,6,5,62,,Ethan Paul
9,98,Yes,9,8,99,,Meher Jahan
6,57,Yes,8,3,46,,Kirandeep Grewal
7,93,Yes,7,4,86,,Simran Kaur
5,87,Yes,4,3,73,,Ayaan Khan
6,85,No,8,4,74,,Aarav Sharma
5,51,Yes,7,1,37,,Navneet Dhillon
9,56,No,4,4,50,,Ethan Paul
6,76,Yes,6,9,65,,Harnoor Brar
8,85,No,6,7,79,,Jasleen Bajwa
2,77,Yes,4,8,53,,Riya Sharma
9,54,Yes,8,6,55,,Imran Qureshi
5,46,No,4,6,31,,Jacob Mathew
7,53,Yes,9,5,47,,Harleen Kaur
1,89,Yes,4,1,63,,Saanvi Patel
5,40,Yes,6,9,27,,Khushi Rathi
2,77,Yes,6,9,53,,Rachel Pinto
6,42,No,6,8,33,,Krish Choudhary
1,76,Yes,9,4,56,,Ananya Joshi
3,83,No,7,5,65,,Eliza Francis
5,70,Yes,9,0,55,,Meher Jahan
4,82,Yes,7,4,67,,Vivaan Mehta
3,52,Yes,9,5,32,,Rehan Siddiqui
5,87,Yes,5,9,73,,Nathan Gomes
8,57,No,7,1,45,,Sana Qureshi
4,56,Yes,8,6,43,,Faizan Ahmad
1,56,Yes,8,3,32,,Hina Parveen
7,50,Yes,6,4,42,,Zoya Khan
8,59,No,9,2,55,,Zayan Ali
3,49,No,4,4,28,,Grace DCosta
6,68,No,6,3,58,,Arjun Singh
2,87,No,4,9,67,,Ayesha Fatima
7,73,Yes,9,5,66,,John DSouza
8,56,Yes,6,1,46,,Kirandeep Grewal
6,93,No,6,2,79,,Sarah Joseph
6,91,Yes,8,9,83,,Harsimran Gill
5,81,Yes,4,0,63,,Isha Saxena
8,52,No,5,6,45,,Aaron Fernandes
1,83,Yes,5,8,63,,Gurpreet Bedi
4,86,No,6,1,70,,Hannah Daniel
4,78,No,9,6,58,,Manvir Sandhu
3,66,No,6,2,50,,Ishaan Tripathi
3,93,No,8,4,77,,Lakshya Verma
4,92,No,4,5,75,,Simran Kaur
1,65,No,6,7,40,,Sana Qureshi
2,67,Yes,9,3,43,,Jasleen Bajwa
9,52,Yes,5,1,47,,Imran Qureshi
2,51,Yes,4,2,22,,Faizan Ahmad
5,83,No,6,7,71,,Navneet Dhillon
9,67,No,4,6,63,,Harsimran Gill
9,41,No,8,5,37,,Saanvi Patel
8,76,Yes,5,4,72,,Grace DCosta
1,96,Yes,9,4,73,,Riya Sharma
1,96,No,4,0,72,,Rehan Siddiqui
9,73,No,5,5,68,,Ananya Joshi
8,62,No,6,8,59,,Nathan Gomes
9,97,No,9,7,97,,Vivaan Mehta
7,91,No,9,9,83,,Hannah Daniel
3,84,Yes,7,0,65,,Ethan Paul
3,68,No,4,5,47,,Krish Choudhary
2,74,No,5,2,51,,Gurpreet Bedi
5,50,No,4,5,32,,Harnoor Brar
3,87,No,6,8,63,,Aaron Fernandes
6,72,Yes,6,5,60,,Zayan Ali
2,90,No,9,7,70,,Lakshya Verma
3,50,No,9,5,32,,Aarav Sharma
5,48,No,5,5,32,,Jacob Mathew
1,53,Yes,8,6,29,,Hina Parveen
1,48,No,4,9,21,,Meher Jahan
9,78,Yes,4,3,74,,Zoya Khan
7,87,No,6,7,81,,Manvir Sandhu
1,42,No,4,3,11,,Ayesha Fatima
8,68,No,5,6,65,,Khushi Rathi
3,58,No,7,0,37,,Rachel Pinto
8,75,No,9,8,75,,Harleen Kaur
5,71,No,6,9,61,,Kirandeep Grewal
1,46,No,9,8,17,,Eliza Francis
7,94,No,9,6,87,,John DSouza
5,67,No,9,7,52,,Arjun Singh
6,83,Yes,7,1,71,,Isha Saxena
6,57,Yes,4,9,46,,Simran Kaur
8,99,Yes,8,9,99,,Ayaan Khan
9,44,Yes,9,6,40,,Sarah Joseph
2,62,No,5,0,42,,Ishaan Tripathi
9,94,No,9,2,91,,Imran Qureshi
9,61,Yes,9,5,57,,Isha Saxena
7,65,Yes,4,4,58,,Arjun Singh
1,81,Yes,5,4,55,,Ananya Joshi
7,51,Yes,4,8,46,,Sana Qureshi
5,79,No,9,5,64,,Khushi Rathi
6,58,Yes,4,2,45,,Zoya Khan
7,86,No,4,1,78,,Sarah Joseph
5,40,No,6,8,24,,Ayaan Khan
7,42,No,7,9,36,,Harnoor Brar
9,66,Yes,8,3,65,,Kirandeep Grewal
3,57,Yes,7,4,35,,Ishaan Tripathi
8,89,No,7,8,87,,Hannah Daniel
2,69,Yes,5,4,45,,Lakshya Verma
7,41,Yes,6,6,35,,Rachel Pinto
2,44,No,6,1,18,,Hina Parveen
4,68,No,4,1,46,,Zayan Ali
7,72,Yes,7,3,63,,Nathan Gomes
3,81,No,8,7,62,,Navneet Dhillon
2,59,Yes,5,1,35,,Aaron Fernandes
7,69,Yes,6,9,63,,Rehan Siddiqui
1,81,No,4,6,58,,Gurpreet Bedi
8,44,No,8,0,37,,Aarav Sharma
3,89,Yes,7,8,74,,Harsimran Gill
2,60,No,8,9,40,,Krish Choudhary
3,97,Yes,6,5,78,,Riya Sharma
5,54,No,5,0,38,,Jacob Mathew
8,59,Yes,7,9,55,,Vivaan Mehta
7,47,No,5,5,39,,Saanvi Patel
7,88,Yes,9,4,84,,Manvir Sandhu
7,70,Yes,8,4,60,,Grace DCosta
8,51,No,8,4,47,,Ethan Paul
1,60,Yes,4,3,34,,Eliza Francis
4,69,Yes,7,6,54,,Jasleen Bajwa
6,66,Yes,8,8,56,,Simran Kaur
9,83,Yes,6,3,82,,John DSouza
2,65,Yes,9,1,45,,Ayesha Fatima
1,72,No,6,1,45,,Meher Jahan
2,65,Yes,5,1,43,,Faizan Ahmad
7,65,Yes,9,6,57,,Harleen Kaur
3,75,Yes,9,3,56,,John DSouza
2,79,No,6,3,56,,Imran Qureshi
7,40,No,8,0,30,,Ethan Paul
2,98,Yes,6,3,75,,Arjun Singh
3,54,Yes,7,5,33,,Ayesha Fatima
7,89,No,5,1,80,,Rehan Siddiqui
